File,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_Return=OK,READ_0,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_0,UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_Return=OK,UPDATE_0,Workload,Write_Concern,DB_Type,Read_Preference,Threads,Target,Minutes,READ_1000,UPDATE_1000
8_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183826.json,1781,561.482313,2,16,0.898372,2,16,0.898372,527,7381.411765,970,157935,527,7381.411765,8,1259.750000,,10068,1259.750000,473,6435.346723,949,163601,473,6435.346723,workloada,unacknowledged,mongodb,primary,8,1000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185645.json,1332,750.750751,2,11,0.825826,2,11,0.825826,506,2999.213439,708,88758,506,2999.213439,4,3628.500000,,14509,3628.500000,494,2899.281377,716,88227,494,2899.281377,workloada,unacknowledged,mongodb,nearest,4,3000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210901.json,1852,539.956803,2,11,0.593952,2,11,0.593952,956,3919.719665,725,135130,956,3919.719665,4,878.250000,1.000000,3504,878.250000,44,4162.886364,1071,18706,44,4162.886364,workloadb,acknowledged,mongodb,primary,4,3000,0.100000,,
8_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221421.json,1339,746.825990,2,13,0.970874,2,13,0.970874,952,5107.681723,817,175024,952,5107.681723,8,496.750000,,3967,496.750000,48,5528.104167,1108,45475,48,5528.104167,workloadb,majority,mongodb,primary,8,3000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210458.json,2208,452.898551,2,12,0.543478,2,12,0.543478,942,2914.785563,688,199769,946,3190.704942,2,1535.000000,7.000000,3063,1535.000000,54,3123.981481,1074,17738,54,3304.767442,workloadb,acknowledged,mongodb,primary,2,1000,0.300000,2164.392157,2417.272727
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192743.json,1419,704.721635,2,12,0.845666,2,12,0.845666,497,3235.034205,735,139062,497,3235.034205,4,807.500000,,3224,807.500000,503,3285.341948,843,147271,503,3285.341948,workloada,acknowledged,mongodb,nearest,4,5000,0.300000,,
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221022.json,1642,609.013398,2,11,0.669915,2,11,0.669915,952,2888.204832,550,139661,952,2888.204832,4,654.750000,,2612,654.750000,48,3461.729167,825,48491,48,3461.729167,workloadb,majority,mongodb,primary,4,1000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204529.json,1988,503.018109,2,13,0.653924,2,13,0.653924,939,2465.200213,661,121709,939,2653.896104,2,2018.500000,7.000000,4030,2018.500000,61,2361.508197,988,15368,61,2498.075472,workloadb,unacknowledged,mongodb,secondary,2,3000,0.500000,1605.461538,1456.750000
2_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_221652.json,1659,602.772755,2,11,0.663050,2,11,0.663050,961,1963.376691,626,147807,962,1962.259875,2,1446.000000,6.000000,2886,1446.000000,38,2094.710526,931,16750,38,2094.710526,workloadb,majority,mongodb,secondary,2,1000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193424.json,1323,755.857899,2,10,0.755858,2,10,0.755858,534,1531.934457,508,93259,534,1530.211610,2,1281.000000,7.000000,2555,1281.000000,466,1445.729614,505,93378,466,1445.729614,workloada,journaled,mongodb,primary,2,5000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200353.json,1680,595.238095,2,14,0.833333,2,14,0.833333,493,1901.924949,626,15260,493,1901.924949,2,1423.000000,6.000000,2840,1423.000000,507,2227.035503,679,115431,507,2227.035503,workloada,majority,mongodb,primary,2,3000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203856.json,1551,644.745326,2,11,0.709220,2,11,0.709220,944,3657.756356,736,168869,944,3657.756356,4,922.500000,1.000000,3681,922.500000,56,3650.750000,1036,33951,56,3650.750000,workloadb,unacknowledged,mongodb,primary,4,5000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214131.json,1623,616.142945,2,13,0.800986,2,13,0.800986,958,3578.368476,779,139390,958,3582.107628,4,1261.250000,,5038,1261.250000,42,3309.452381,1089,13534,42,3309.452381,workloadb,journaled,mongodb,primary,4,5000,0.500000,,
8_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223523.json,1575,634.920635,2,12,0.761905,2,12,0.761905,945,6315.323810,878,165363,945,6315.323810,8,472.875000,,3778,472.875000,55,8361.781818,1092,60949,55,8361.781818,workloadb,majority,mongodb,nearest,8,3000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193457.json,1785,560.224090,2,13,0.728291,2,13,0.728291,509,2208.829077,674,118340,509,2213.266402,2,3606.500000,7.000000,7206,3606.500000,491,2268.032587,736,114234,491,2226.492505,workloada,journaled,mongodb,primary,2,10000,0.100000,1836.833333,3076.333333
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200752.json,1627,614.628150,2,11,0.676091,2,11,0.676091,505,3350.845545,944,115751,505,3350.845545,4,2494.500000,,9971,2494.500000,495,3649.595960,959,113035,495,3649.595960,workloada,majority,mongodb,primary,4,3000,0.500000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203747.json,1691,591.366056,2,13,0.768776,2,13,0.768776,949,3179.877766,675,104350,951,3176.530526,4,1392.500000,,5563,1392.500000,49,3070.918367,1185,18824,49,3070.918367,workloadb,unacknowledged,mongodb,primary,4,1000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203655.json,1995,501.253133,2,11,0.551378,2,11,0.551378,956,2496.544979,551,105294,956,2796.778533,2,961.500000,7.000000,1916,961.500000,44,2643.386364,1056,19251,44,2696.390244,workloadb,unacknowledged,mongodb,primary,2,10000,0.500000,1492.127273,1919.000000
8_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210225.json,1531,653.167864,2,10,0.653168,2,10,0.653168,969,6699.233230,794,154351,969,6699.233230,8,840.250000,,6715,840.250000,31,7500.806452,1508,40047,31,7500.806452,workloadb,unacknowledged,mongodb,nearest,8,3000,0.300000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211756.json,1807,553.403431,2,13,0.719424,2,13,0.719424,937,2225.272145,500,90772,945,2279.826389,2,1097.500000,8.000000,2187,1097.500000,55,2300.400000,1023,18576,55,2354.307692,workloadb,acknowledged,mongodb,secondary,2,10000,0.300000,1319.052632,1366.000000
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192957.json,1156,865.051903,2,12,1.038062,2,12,1.038062,530,4051.722642,1061,109222,530,4051.722642,8,429.750000,,3431,429.750000,470,5088.725532,934,102344,470,5088.725532,workloada,acknowledged,mongodb,nearest,8,3000,0.100000,,
8_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221404.json,1663,601.322910,2,21,1.262778,2,21,1.262778,939,6472.469649,735,158147,939,6472.469649,8,449.375000,,3097,449.375000,61,5110.819672,1141,26747,61,5110.819672,workloadb,majority,mongodb,primary,8,1000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193714.json,1588,629.722922,2,13,0.818640,2,13,0.818640,528,2977.179924,838,19862,529,2970.941288,4,929.000000,,3709,929.000000,471,3904.685775,903,124625,471,3904.685775,workloada,journaled,mongodb,primary,4,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215529.json,1715,583.090379,2,29,1.690962,2,29,1.690962,959,6534.328467,992,175039,959,6534.328467,8,763.000000,,6095,763.000000,41,6536.536585,1317,68792,41,6536.536585,workloadb,journaled,mongodb,secondary,8,10000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_193013.json,1295,772.200772,2,14,1.081081,2,14,1.081081,478,5244.646444,932,107177,478,5244.646444,8,406.625000,,3244,406.625000,522,4418.695402,875,103423,522,4418.695402,workloada,acknowledged,mongodb,nearest,8,3000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183413.json,1640,609.756098,2,12,0.731707,2,12,0.731707,496,2040.776210,519,109163,496,2040.776210,2,2547.000000,6.000000,5088,2547.000000,504,2004.722222,645,104881,504,2004.722222,workloada,unacknowledged,mongodb,primary,2,10000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191446.json,1510,662.251656,2,11,0.728477,2,11,0.728477,513,1767.580897,586,103335,513,1767.580897,2,1727.000000,6.000000,3448,1727.000000,487,1769.702259,646,103367,487,1767.347023,workloada,acknowledged,mongodb,secondary,2,10000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194836.json,1486,672.947510,2,14,0.942127,2,14,0.942127,514,3631.591440,881,138377,514,3631.591440,4,1023.250000,,4086,1023.250000,486,3018.166667,836,134973,486,3018.166667,workloada,journaled,mongodb,secondary,4,10000,0.100000,,
8_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223357.json,1718,582.072177,2,12,0.698487,2,12,0.698487,954,5473.441300,768,230085,954,5473.441300,8,468.000000,,3729,468.000000,46,6383.304348,1128,63986,46,6383.304348,workloadb,majority,mongodb,nearest,8,1000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221313.json,1476,677.506775,2,12,0.813008,2,12,0.813008,950,3112.146316,628,96638,950,3112.146316,4,545.250000,,2175,545.250000,50,3901.180000,859,31810,50,3901.180000,workloadb,majority,mongodb,primary,4,10000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_190038.json,1300,769.230769,2,14,1.076923,2,14,1.076923,474,5482.413502,1073,119317,474,5482.413502,8,524.750000,,4192,524.750000,526,5326.380228,949,122315,526,5326.380228,workloada,unacknowledged,mongodb,nearest,8,5000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_190128.json,1537,650.618087,2,14,0.910865,2,14,0.910865,482,7155.439834,938,193523,482,7155.439834,8,1326.375000,,10605,1326.375000,518,4918.835907,959,181055,518,4918.835907,workloada,unacknowledged,mongodb,nearest,8,10000,0.300000,,
8_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220511.json,1525,655.737705,2,10,0.655738,2,10,0.655738,951,5488.548896,998,154213,951,5488.548896,8,1851.500000,,14806,1851.500000,49,8203.408163,1088,155563,49,8203.408163,workloadb,journaled,mongodb,nearest,8,5000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204748.json,1829,546.746856,2,13,0.710771,2,13,0.710771,950,4576.041053,926,114414,950,4604.165179,4,1462.750000,,5839,1462.750000,50,4745.720000,1237,17049,50,4661.760870,workloadb,unacknowledged,mongodb,secondary,4,1000,0.300000,4109.388889,5711.250000
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184942.json,1111,900.090009,2,13,1.170117,2,13,1.170117,483,4571.832298,880,99967,483,4571.832298,8,565.750000,,4520,565.750000,517,4450.545455,835,99514,517,4450.545455,workloada,unacknowledged,mongodb,secondary,8,3000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203402.json,1933,517.330574,2,13,0.672530,2,13,0.672530,940,2513.574468,697,197253,949,2569.394399,2,4606.500000,7.000000,9206,4606.500000,51,2191.294118,1036,15220,51,2213.740000,workloadb,unacknowledged,mongodb,primary,2,1000,0.300000,1874.117647,1069.000000
2_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205658.json,1979,505.305710,2,12,0.606367,2,12,0.606367,956,2481.485356,684,189717,956,2606.703088,2,1303.500000,7.000000,2600,1303.500000,44,3033.272727,1208,15435,44,3000.119048,workloadb,unacknowledged,mongodb,nearest,2,10000,0.100000,1556.631579,3729.500000
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221222.json,1451,689.179876,2,11,0.758098,2,11,0.758098,948,3154.329114,684,101335,948,3154.329114,4,1870.000000,,7474,1870.000000,52,3050.576923,849,26352,52,3050.576923,workloadb,majority,mongodb,primary,4,5000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_205439.json,2028,493.096647,2,11,0.542406,2,11,0.542406,954,2278.489518,528,171567,967,2313.289247,2,2808.500000,7.000000,5610,2808.500000,33,2774.303030,1057,20243,33,2774.303030,workloadb,unacknowledged,mongodb,nearest,2,1000,0.300000,1064.241379,
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192759.json,1376,726.744186,2,12,0.872093,2,12,0.872093,531,3531.696798,687,139423,531,3531.696798,4,763.750000,,3049,763.750000,469,2695.223881,787,21092,469,2695.223881,workloada,acknowledged,mongodb,nearest,4,5000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222018.json,1645,607.902736,2,12,0.729483,2,12,0.729483,950,3269.324211,646,105772,950,3269.324211,4,841.000000,1.000000,3356,841.000000,50,3095.080000,1013,17351,50,3095.080000,workloadb,majority,mongodb,secondary,4,1000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202947.json,1691,591.366056,2,13,0.768776,2,13,0.768776,509,3836.795678,851,148561,509,3836.795678,4,1036.250000,,4139,1036.250000,491,3752.867617,837,146186,491,3752.867617,workloada,majority,mongodb,nearest,4,10000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193515.json,1608,621.890547,2,10,0.621891,2,10,0.621891,494,1647.698381,483,14304,496,1651.241379,2,1537.500000,6.000000,3069,1537.500000,504,2097.803571,609,120676,504,2097.803571,workloada,journaled,mongodb,primary,2,10000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_192207.json,1263,791.765637,2,13,1.029295,2,13,1.029295,514,5252.538911,811,120739,514,5252.538911,8,1076.500000,,8604,1076.500000,486,4347.197531,827,116125,486,4347.197531,workloada,acknowledged,mongodb,secondary,8,10000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210735.json,1850,540.540541,2,12,0.648649,2,12,0.648649,926,2164.681425,576,118005,944,2156.398693,2,1952.500000,7.000000,3898,1952.500000,56,2291.321429,987,15651,56,2291.321429,workloadb,acknowledged,mongodb,primary,2,10000,0.300000,1126.166667,
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222648.json,1254,797.448166,2,11,0.877193,2,11,0.877193,952,4553.352941,838,123004,952,4553.352941,8,676.625000,,5407,676.625000,48,6749.291667,1271,38842,48,6749.291667,workloadb,majority,mongodb,secondary,8,10000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_primary_20241106_201009.json,1697,589.275192,2,13,0.766058,2,13,0.766058,491,5511.765784,889,215906,491,5511.765784,8,855.500000,,6833,855.500000,509,6109.968566,1048,204636,509,6109.968566,workloada,majority,mongodb,primary,8,1000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194313.json,1754,570.125428,2,17,0.969213,2,17,0.969213,481,2271.047817,549,178495,481,2271.047817,2,1188.000000,5.000000,2371,1188.000000,519,2216.310212,566,183574,519,2216.310212,workloada,journaled,mongodb,secondary,2,1000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205131.json,1708,585.480094,2,13,0.761124,2,13,0.761124,947,5585.665259,724,180705,947,5585.665259,8,467.250000,,3729,467.250000,53,5755.509434,1326,62489,53,5755.509434,workloadb,unacknowledged,mongodb,secondary,8,1000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210150.json,1705,586.510264,2,12,0.703812,2,12,0.703812,958,4886.017745,663,152404,958,4886.017745,8,834.875000,,6667,834.875000,42,5027.261905,997,26247,42,5027.261905,workloadb,unacknowledged,mongodb,nearest,8,1000,0.500000,,
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222507.json,1269,788.022065,2,13,1.024429,2,13,1.024429,945,4659.848677,827,121051,945,4659.848677,8,484.250000,,3868,484.250000,55,7453.745455,1142,115429,55,7453.745455,workloadb,majority,mongodb,secondary,8,3000,0.500000,,
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200917.json,1673,597.728631,2,10,0.597729,2,10,0.597729,493,3542.052738,867,33560,493,3542.052738,4,1125.000000,,4494,1125.000000,507,4685.972387,925,180906,507,4685.972387,workloada,majority,mongodb,primary,4,10000,0.300000,,
8_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221455.json,1409,709.723208,2,13,0.922640,2,13,0.922640,949,5004.685985,699,116349,949,5004.685985,8,921.125000,,7364,921.125000,51,4353.843137,965,46365,51,4353.843137,workloadb,majority,mongodb,primary,8,3000,0.500000,,
4_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201749.json,1728,578.703704,2,14,0.810185,2,14,0.810185,520,4180.607692,973,192412,520,4180.607692,4,1157.750000,1.000000,4623,1157.750000,480,3497.260417,855,200327,480,3497.260417,workloada,majority,mongodb,secondary,4,3000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211957.json,1549,645.577792,2,12,0.774693,2,12,0.774693,949,3220.805058,760,112173,949,3220.805058,4,1183.500000,,4727,1183.500000,51,3401.941176,1162,38295,51,3401.941176,workloadb,acknowledged,mongodb,secondary,4,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220345.json,1849,540.832883,2,13,0.703083,2,13,0.703083,953,4536.529906,640,133022,953,4536.529906,8,573.000000,,4571,573.000000,47,6686.468085,915,49521,47,6686.468085,workloadb,journaled,mongodb,nearest,8,1000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_220528.json,1535,651.465798,2,18,1.172638,2,18,1.172638,953,6251.967471,831,132901,953,6251.967471,8,621.125000,,4961,621.125000,47,5273.638298,1471,28361,47,5273.638298,workloadb,journaled,mongodb,nearest,8,5000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_secondary_20241106_202238.json,1671,598.444045,2,16,0.957510,2,16,0.957510,512,6798.117188,1108,154543,512,6798.117188,8,574.375000,,4580,574.375000,488,6152.262295,1188,145072,488,6152.262295,workloada,majority,mongodb,secondary,8,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222325.json,1374,727.802038,2,11,0.800582,2,11,0.800582,945,2845.974603,724,112912,949,2835.231423,4,921.500000,1.000000,3678,921.500000,51,3044.803922,993,20145,51,3044.803922,workloadb,majority,mongodb,secondary,4,10000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210844.json,1744,573.394495,2,11,0.630734,2,11,0.630734,944,3515.675847,850,166833,944,3515.675847,4,1575.250000,1.000000,6289,1575.250000,56,6057.535714,1221,156735,56,6057.535714,workloadb,acknowledged,mongodb,primary,4,1000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194438.json,1741,574.382539,2,14,0.804136,2,14,0.804136,498,2222.887550,633,147008,506,2195.476190,2,1117.000000,5.000000,2229,1117.000000,494,2193.601215,662,129673,494,2204.582822,workloada,journaled,mongodb,secondary,2,5000,0.300000,1228.000000,1119.600000
4_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203730.json,1687,592.768228,2,12,0.711322,2,12,0.711322,944,3458.950212,715,134006,944,3458.950212,4,1541.750000,1.000000,6154,1541.750000,56,3333.464286,1081,22665,56,3333.464286,workloadb,unacknowledged,mongodb,primary,4,1000,0.300000,,
