File,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_Return=OK,READ_0,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_0,UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_Return=OK,UPDATE_0,Workload,Write_Concern,DB_Type,Read_Preference,Threads,Target,Minutes,READ_1000,UPDATE_1000
2_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192331.json,1445,692.041522,2,11,0.761246,2,11,0.761246,505,1635.257426,648,83691,505,1635.257426,2,1442.500000,6.000000,2879,1442.500000,495,1593.331313,703,83022,495,1593.331313,workloada,acknowledged,mongodb,nearest,2,3000,0.300000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205114.json,1845,542.005420,2,15,0.813008,2,15,0.813008,953,5367.909759,806,195916,953,5367.909759,8,684.375000,1.000000,5463,684.375000,47,8435.914894,1238,191666,47,8435.914894,workloadb,unacknowledged,mongodb,secondary,8,1000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204731.json,1633,612.369871,2,13,0.796081,2,13,0.796081,956,3629.470711,758,116363,956,3629.470711,4,1231.500000,1.000000,4920,1231.500000,44,3501.909091,1037,18198,44,3501.909091,workloadb,unacknowledged,mongodb,secondary,4,1000,0.100000,,
2_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_221835.json,1704,586.854460,2,12,0.704225,2,12,0.704225,937,1876.422625,538,101901,951,1875.434084,2,1703.500000,7.000000,3400,1703.500000,49,2451.163265,882,12089,49,2451.163265,workloadb,majority,mongodb,secondary,2,5000,0.100000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203254.json,1550,645.161290,2,13,0.838710,2,13,0.838710,515,6499.075728,1106,146617,515,6499.075728,8,1562.375000,,12491,1562.375000,485,5940.907216,1022,130123,485,5940.907216,workloada,majority,mongodb,nearest,8,10000,0.100000,,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201549.json,1738,575.373993,2,11,0.632911,2,11,0.632911,497,1639.285714,663,15083,498,1639.285714,2,1403.500000,9.000000,2798,1403.500000,502,1979.163347,636,108677,502,1976.199203,workloada,majority,mongodb,secondary,2,10000,0.100000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220856.json,1604,623.441397,2,11,0.685786,2,11,0.685786,940,1849.855319,589,96577,949,1837.332629,2,1580.500000,7.000000,3154,1580.500000,51,2067.294118,727,18025,51,2067.294118,workloadb,majority,mongodb,primary,2,5000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204512.json,1652,605.326877,2,12,0.726392,2,12,0.726392,954,1919.534591,533,121648,954,1920.404612,2,1520.000000,7.000000,3033,1520.000000,46,1936.869565,798,23051,46,1936.869565,workloadb,unacknowledged,mongodb,secondary,2,3000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191935.json,1626,615.006150,2,13,0.799508,2,13,0.799508,496,5962.776210,965,161713,496,5962.776210,8,623.750000,,4982,623.750000,504,5361.625000,895,151289,504,5361.625000,workloada,acknowledged,mongodb,secondary,8,1000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_214946.json,1650,606.060606,2,12,0.727273,2,12,0.727273,949,2756.386723,589,106869,949,2756.386723,4,890.750000,,3556,890.750000,51,2999.549020,865,19710,51,2999.549020,workloadb,journaled,mongodb,secondary,4,1000,0.300000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211611.json,1886,530.222694,2,23,1.219512,2,23,1.219512,949,2377.965227,493,100594,949,2649.681159,2,829.500000,7.000000,1652,829.500000,51,2683.156863,988,14250,51,2746.604167,workloadb,acknowledged,mongodb,secondary,2,3000,0.300000,1292.531579,1668.000000
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195540.json,1585,630.914826,2,11,0.694006,2,11,0.694006,499,2226.545090,589,149279,499,2226.545090,2,2265.000000,6.000000,4524,2265.000000,501,1624.023952,585,18922,501,1624.023952,workloada,journaled,mongodb,nearest,2,10000,0.300000,,
4_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201948.json,1794,557.413601,2,14,0.780379,2,14,0.780379,493,3396.703854,840,195592,493,3396.703854,4,754.750000,,3013,754.750000,507,3839.836292,824,167532,507,3839.836292,workloada,majority,mongodb,secondary,4,10000,0.500000,,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201457.json,1915,522.193211,2,12,0.626632,2,12,0.626632,476,2448.008403,737,227011,476,2458.797802,2,3609.000000,7.000000,7211,3609.000000,524,2561.896947,542,217681,524,2546.413934,workloada,majority,mongodb,secondary,2,5000,0.100000,2214.238095,2771.777778
4_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210042.json,1660,602.409639,2,11,0.662651,2,11,0.662651,945,3759.039153,803,147035,946,3755.120507,4,853.250000,1.000000,3402,853.250000,54,3612.351852,1079,36572,54,3612.351852,workloadb,unacknowledged,mongodb,nearest,4,10000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_211905.json,1609,621.504040,2,11,0.683654,2,11,0.683654,948,3519.778481,745,163148,948,3525.143460,4,730.000000,,2912,730.000000,52,4089.500000,1132,31650,52,4089.500000,workloadb,acknowledged,mongodb,secondary,4,1000,0.500000,,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201423.json,1763,567.214974,2,14,0.794101,2,14,0.794101,491,2290.427699,608,150868,493,2302.337449,2,2762.500000,7.000000,5518,2762.500000,507,2217.593688,624,146966,507,2233.294355,workloada,majority,mongodb,secondary,2,3000,0.300000,1132.800000,1509.636364
4_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201857.json,1569,637.348630,2,13,0.828553,2,13,0.828553,493,4011.951318,931,183934,493,4011.951318,4,888.500000,1.000000,3546,888.500000,507,3563.954635,927,202033,507,3563.954635,workloada,majority,mongodb,secondary,4,5000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183339.json,1467,681.663258,2,16,1.090661,2,16,1.090661,479,1675.588727,511,100905,482,1661.192946,2,1169.000000,6.000000,2332,1169.000000,518,1630.837838,477,98854,518,1630.837838,workloada,unacknowledged,mongodb,primary,2,5000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213402.json,1452,688.705234,2,12,0.826446,2,12,0.826446,945,5631.322751,816,185004,945,5631.322751,8,711.000000,,5678,711.000000,55,6475.963636,1328,58902,55,6475.963636,workloadb,acknowledged,mongodb,nearest,8,5000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213327.json,1809,552.791598,2,15,0.829187,2,15,0.829187,951,7450.384858,783,210086,958,7442.026261,8,945.250000,,7552,945.250000,42,6979.714286,872,27712,42,6979.714286,workloadb,acknowledged,mongodb,nearest,8,3000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194603.json,1658,603.136309,2,12,0.723764,2,12,0.723764,501,3775.321357,845,164237,501,3775.321357,4,978.750000,1.000000,3906,978.750000,499,3670.402806,868,159643,499,3670.402806,workloada,journaled,mongodb,secondary,4,1000,0.100000,,
8_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210350.json,1399,714.796283,2,13,0.929235,2,13,0.929235,940,5128.352128,818,128970,940,5128.352128,8,360.500000,,2878,360.500000,60,5160.500000,1156,56313,60,5160.500000,workloadb,unacknowledged,mongodb,nearest,8,10000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211154.json,1773,564.015792,2,24,1.353638,2,24,1.353638,953,6609.527807,983,180922,953,6623.427971,8,493.375000,,3935,493.375000,47,21050.234043,2088,179338,47,21050.234043,workloadb,acknowledged,mongodb,primary,8,1000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193350.json,1444,692.520776,2,11,0.761773,2,11,0.761773,510,1408.013725,570,12297,510,1408.013725,2,1339.000000,6.000000,2672,1339.000000,490,1692.591837,508,98465,490,1692.591837,workloada,journaled,mongodb,primary,2,3000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192636.json,1299,769.822941,2,12,0.923788,2,12,0.923788,495,2157.503030,763,17110,495,2157.503030,4,602.750000,,2405,602.750000,505,2816.562376,790,89151,505,2816.562376,workloada,acknowledged,mongodb,nearest,4,3000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190634.json,1460,684.931507,2,13,0.890411,2,13,0.890411,485,3142.294845,836,101708,485,3142.294845,4,1145.500000,,4576,1145.500000,515,3357.475728,922,100293,515,3357.475728,workloada,acknowledged,mongodb,primary,4,3000,0.300000,,
2_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192421.json,1403,712.758375,2,11,0.784034,2,11,0.784034,486,1848.695473,592,84547,486,1848.695473,2,1395.000000,6.000000,2784,1395.000000,514,1457.225681,687,10447,514,1455.313230,workloada,acknowledged,mongodb,nearest,2,5000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_191015.json,1298,770.416025,2,14,1.078582,2,14,1.078582,503,4761.489066,876,109884,503,4767.805169,8,487.500000,,3889,487.500000,497,5350.531187,1038,114914,497,5350.531187,workloada,acknowledged,mongodb,primary,8,3000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184405.json,1639,610.128127,2,10,0.610128,2,10,0.610128,502,1962.260956,635,106020,502,1962.260956,2,1653.500000,13.000000,3294,1653.500000,498,1973.427711,709,103286,498,1973.427711,workloada,unacknowledged,mongodb,secondary,2,5000,0.500000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183752.json,1414,707.213579,2,10,0.707214,2,10,0.707214,523,3128.082218,749,96656,523,3128.082218,4,885.500000,,3536,885.500000,477,2662.090147,830,93253,477,2662.090147,workloada,unacknowledged,mongodb,primary,4,10000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_205040.json,1382,723.589001,2,17,1.230101,2,17,1.230101,957,2929.807732,715,99423,957,2929.807732,4,795.000000,1.000000,3172,795.000000,43,7213.558140,950,99315,43,7213.558140,workloadb,unacknowledged,mongodb,secondary,4,10000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloadb_nearest_20241106_215838.json,1649,606.428138,2,11,0.667071,2,11,0.667071,945,1969.096296,686,101826,953,1969.096296,2,1622.000000,7.000000,3237,1622.000000,47,2006.361702,895,13804,47,2006.361702,workloadb,journaled,mongodb,nearest,2,5000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210953.json,1747,572.409845,2,13,0.744133,2,13,0.744133,955,3791.345550,774,120418,956,3787.379707,4,871.750000,,3480,871.750000,44,5947.750000,1147,119816,44,5947.750000,workloadb,acknowledged,mongodb,primary,4,5000,0.100000,,
8_writeConcern=majority_result_mongodb_workloada_secondary_20241106_202256.json,1409,709.723208,2,12,0.851668,2,12,0.851668,519,5632.666667,1064,115252,519,5632.666667,8,524.125000,,4186,524.125000,481,4642.320166,979,121443,481,4642.320166,workloada,majority,mongodb,secondary,8,10000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185338.json,1605,623.052960,2,17,1.059190,2,17,1.059190,531,1692.463277,549,109357,531,1692.463277,2,1346.500000,7.000000,2686,1346.500000,469,1763.731343,557,108459,469,1763.731343,workloada,unacknowledged,mongodb,nearest,2,5000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_195052.json,1338,747.384155,2,12,0.896861,2,12,0.896861,496,4703.401210,899,131444,496,4703.401210,8,567.875000,,4535,567.875000,504,5894.615079,879,119496,504,5894.615079,workloada,journaled,mongodb,secondary,8,3000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193657.json,1532,652.741514,2,11,0.718016,2,11,0.718016,495,3785.385859,894,106125,495,3785.385859,4,1093.000000,1.000000,4365,1093.000000,505,3136.421782,804,104231,505,3136.421782,workloada,journaled,mongodb,primary,4,3000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195557.json,1972,507.099391,2,20,1.014199,2,20,1.014199,525,2681.339048,694,110020,525,2690.642857,2,2622.000000,7.000000,5237,2622.000000,475,2237.082105,805,10271,475,2252.871046,workloada,journaled,mongodb,nearest,2,10000,0.500000,2613.111111,2135.687500
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185156.json,1704,586.854460,2,12,0.704225,2,12,0.704225,509,1891.548134,620,94333,509,1891.548134,2,1606.500000,5.000000,3208,1606.500000,491,1840.297352,738,90762,491,1840.297352,workloada,unacknowledged,mongodb,nearest,2,1000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184223.json,1746,572.737686,2,15,0.859107,2,15,0.859107,510,2102.888235,619,146436,512,2098.772994,2,1569.500000,6.000000,3133,1569.500000,487,2129.913758,606,140489,488,2129.913758,workloada,unacknowledged,mongodb,secondary,2,1000,0.500000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202930.json,1763,567.214974,2,11,0.623936,2,11,0.623936,530,4698.994340,937,197929,530,4698.994340,4,935.500000,,3735,935.500000,470,3155.772340,899,24144,470,3155.772340,workloada,majority,mongodb,nearest,4,10000,0.100000,,
8_writeConcern=majority_result_mongodb_workloada_secondary_20241106_202057.json,1471,679.809653,2,11,0.747791,2,11,0.747791,499,7343.943888,1058,217912,500,7334.164000,8,541.125000,,4321,541.125000,499,5845.725451,974,214088,500,5834.034000,workloada,majority,mongodb,secondary,8,3000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_212614.json,2095,477.326969,2,14,0.668258,2,14,0.668258,952,2457.477941,600,204528,952,2551.179634,2,2367.000000,6.000000,4728,2367.000000,48,2569.479167,870,17798,48,2628.511111,workloadb,acknowledged,mongodb,nearest,2,3000,0.100000,1407.538462,1684.000000
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202713.json,1775,563.380282,2,10,0.563380,2,10,0.563380,473,3670.769556,954,107572,473,3670.769556,4,1528.000000,,6106,1528.000000,527,4030.364326,761,108564,527,4030.364326,workloada,majority,mongodb,nearest,4,1000,0.300000,,
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222614.json,1404,712.250712,2,11,0.783476,2,11,0.783476,938,4921.560768,934,115640,938,4921.560768,8,756.750000,,6048,756.750000,62,4281.887097,1134,29233,62,4281.887097,workloadb,majority,mongodb,secondary,8,10000,0.100000,,
2_writeConcern=majority_result_mongodb_workloada_primary_20241106_200319.json,1759,568.504832,2,12,0.682206,2,12,0.682206,511,2274.743640,505,162169,511,2274.743640,2,1968.000000,6.000000,3930,1968.000000,489,1616.406953,552,19732,489,1616.406953,workloada,majority,mongodb,primary,2,1000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215128.json,1411,708.717222,2,18,1.275691,2,18,1.275691,949,2928.692308,694,100376,949,2928.692308,4,665.750000,,2656,665.750000,51,3164.490196,976,21084,51,3164.490196,workloadb,journaled,mongodb,secondary,4,5000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203437.json,1914,522.466040,2,15,0.783699,2,15,0.783699,945,2392.476190,569,118345,954,2533.593827,2,2049.000000,7.000000,4091,2049.000000,46,2495.217391,1135,11626,46,2582.357143,workloadb,unacknowledged,mongodb,primary,2,3000,0.100000,1463.137681,1580.250000
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200735.json,1451,689.179876,2,10,0.689180,2,10,0.689180,486,3523.746914,802,106770,487,3519.406571,4,1035.250000,,4134,1035.250000,513,2891.875244,833,102219,513,2891.875244,workloada,majority,mongodb,primary,4,3000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204656.json,1886,530.222694,2,14,0.742312,2,14,0.742312,940,2303.629787,622,160509,940,2342.384530,2,2326.500000,6.000000,4647,2326.500000,60,2364.633333,1120,16432,60,2364.633333,workloadb,unacknowledged,mongodb,secondary,2,10000,0.300000,1301.542857,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202821.json,1514,660.501982,2,12,0.792602,2,12,0.792602,486,3537.681070,852,118147,486,3537.681070,4,597.000000,1.000000,2379,597.000000,514,2987.758755,778,118022,514,2987.758755,workloada,majority,mongodb,nearest,4,3000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_212649.json,2133,468.823254,2,12,0.562588,2,12,0.562588,954,2494.578616,647,156989,954,2656.922126,2,1041.500000,7.000000,2076,1041.500000,46,2452.956522,967,15024,46,2626.975000,workloadb,acknowledged,mongodb,nearest,2,3000,0.500000,1588.813793,1292.833333
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194802.json,1578,633.713561,2,11,0.697085,2,11,0.697085,506,3516.610672,821,104548,506,3516.610672,4,2105.750000,,8415,2105.750000,494,3058.441296,859,103270,494,3058.441296,workloada,journaled,mongodb,secondary,4,5000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185503.json,1910,523.560209,2,13,0.680628,2,13,0.680628,509,1853.874263,699,14926,509,1853.874263,2,1633.500000,5.000000,3262,1633.500000,491,2229.006110,725,103306,491,2229.006110,workloada,unacknowledged,mongodb,nearest,2,10000,0.500000,,
2_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_221910.json,1707,585.823081,2,11,0.644405,2,11,0.644405,951,1892.178759,538,152885,952,1889.125000,2,2441.000000,8.000000,4874,2441.000000,48,2141.645833,811,24164,48,2141.645833,workloadb,majority,mongodb,secondary,2,5000,0.500000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185735.json,1286,777.604977,2,10,0.777605,2,10,0.777605,508,3088.446850,856,84195,508,3088.446850,4,861.000000,,3439,861.000000,492,2526.969512,754,84789,492,2526.969512,workloada,unacknowledged,mongodb,nearest,4,5000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192438.json,1538,650.195059,2,13,0.845254,2,13,0.845254,486,1624.820988,655,19593,486,1624.820988,2,1233.500000,5.000000,2462,1233.500000,514,1850.998054,651,105761,514,1850.998054,workloada,acknowledged,mongodb,nearest,2,5000,0.500000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220913.json,1832,545.851528,2,10,0.545852,2,10,0.545852,958,2276.975992,733,102974,960,2370.195627,2,1347.500000,7.000000,2688,1347.500000,40,2507.000000,957,12721,40,2572.375000,workloadb,majority,mongodb,primary,2,10000,0.100000,1348.736264,2245.500000
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200810.json,1552,644.329897,2,11,0.708763,2,11,0.708763,521,3989.291747,723,186558,521,3989.291747,4,927.250000,1.000000,3701,927.250000,479,3183.202505,800,183808,479,3183.202505,workloada,majority,mongodb,primary,4,5000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204932.json,1675,597.014925,2,13,0.776119,2,13,0.776119,949,3403.996839,763,188346,949,3403.996839,4,1090.000000,,4352,1090.000000,51,10131.607843,873,187618,51,10131.607843,workloadb,unacknowledged,mongodb,secondary,4,5000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203713.json,1643,608.642727,2,13,0.791236,2,13,0.791236,955,3804.224084,890,145859,956,3802.024059,4,2054.250000,1.000000,8209,2054.250000,44,3867.772727,1348,34405,44,3867.772727,workloadb,unacknowledged,mongodb,primary,4,1000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214548.json,1261,793.021412,2,11,0.872324,2,11,0.872324,942,4582.339703,890,109145,942,4582.339703,8,480.625000,,3838,480.625000,58,5486.982759,1191,103659,58,5486.982759,workloadb,journaled,mongodb,primary,8,10000,0.500000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202656.json,1655,604.229607,2,13,0.785498,2,13,0.785498,524,3691.524809,932,195200,524,3691.524809,4,736.000000,,2938,736.000000,476,3666.592437,856,188289,476,3666.592437,workloada,majority,mongodb,nearest,4,1000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200627.json,1615,619.195046,2,12,0.743034,2,12,0.743034,518,2587.372587,578,112246,519,2582.387283,4,1332.250000,1.000000,5318,1332.250000,480,3099.537500,694,106634,481,3093.093555,workloada,majority,mongodb,primary,4,1000,0.100000,,
8_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221545.json,1265,790.513834,2,11,0.869565,2,11,0.869565,956,4684.207113,740,117855,956,4684.207113,8,488.625000,,3903,488.625000,44,4673.340909,1009,37935,44,4673.340909,workloadb,majority,mongodb,primary,8,5000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194330.json,1646,607.533414,2,13,0.789793,2,13,0.789793,512,1710.232422,601,13868,512,1710.232422,2,2089.000000,7.000000,4171,2089.000000,488,2289.163934,596,187859,488,2289.163934,workloada,journaled,mongodb,secondary,2,3000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222127.json,1486,672.947510,2,10,0.672948,2,10,0.672948,958,3144.467641,690,144362,958,3144.467641,4,803.250000,1.000000,3205,803.250000,42,3496.190476,1012,48216,42,3496.190476,workloadb,majority,mongodb,secondary,4,3000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194654.json,1597,626.174076,2,12,0.751409,2,12,0.751409,508,3454.413386,766,186703,508,3454.413386,4,691.750000,,2761,691.750000,492,4063.813008,889,184446,492,4067.508130,workloada,journaled,mongodb,secondary,4,3000,0.100000,,
4_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_194910.json,1419,704.721635,2,10,0.704722,2,10,0.704722,502,3273.589641,791,98551,502,3273.589641,4,1388.250000,,5547,1388.250000,498,3165.574297,884,98697,498,3165.574297,workloada,journaled,mongodb,secondary,4,10000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215455.json,1699,588.581519,2,29,1.706886,2,29,1.706886,945,6533.895238,1090,172860,945,6518.940741,8,693.625000,,5541,693.625000,55,11636.890909,1478,169884,55,11636.890909,workloadb,journaled,mongodb,secondary,8,5000,0.300000,,
8_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222342.json,1674,597.371565,2,11,0.657109,2,11,0.657109,954,3649.136268,674,112856,955,3638.259958,8,442.000000,,3525,442.000000,45,5044.711111,1067,117323,45,5044.711111,workloadb,majority,mongodb,secondary,8,1000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_200047.json,1401,713.775874,2,12,0.856531,2,12,0.856531,504,6126.744048,946,169416,504,6126.744048,8,503.750000,,4022,503.750000,496,5571.114919,1042,154603,496,5571.114919,workloada,journaled,mongodb,nearest,8,3000,0.300000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203021.json,1619,617.665225,2,12,0.741198,2,12,0.741198,507,7338.341223,955,211631,508,7317.153543,8,926.125000,,7401,926.125000,492,5512.128049,766,182370,492,5512.128049,workloada,majority,mongodb,nearest,8,1000,0.100000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185230.json,1635,611.620795,2,13,0.795107,2,13,0.795107,519,1888.117534,495,94419,521,1884.486538,2,1246.500000,6.000000,2487,1246.500000,479,1740.753653,578,89145,479,1740.753653,workloada,unacknowledged,mongodb,nearest,2,1000,0.500000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220746.json,1976,506.072874,2,12,0.607287,2,12,0.607287,940,2441.781915,572,156769,940,2627.590571,2,2172.500000,7.000000,4338,2172.500000,60,2421.266667,907,30404,60,2465.534483,workloadb,majority,mongodb,primary,2,3000,0.300000,1324.156716,1137.500000
8_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_192026.json,1353,739.098300,2,13,0.960828,2,13,0.960828,522,5046.622605,934,133040,522,5085.592664,8,609.250000,,4868,609.250000,478,5610.150628,876,145037,478,5610.150628,workloada,acknowledged,mongodb,secondary,8,3000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215003.json,1658,603.136309,2,20,1.206273,2,20,1.206273,946,3127.827696,742,117454,947,3123.787751,4,1759.750000,1.000000,7030,1759.750000,53,6830.622642,896,109284,53,6830.622642,workloadb,journaled,mongodb,secondary,4,1000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213035.json,1810,552.486188,2,12,0.662983,2,12,0.662983,941,3882.294368,844,126575,941,3882.294368,4,1127.750000,1.000000,4503,1127.750000,59,4184.627119,864,31530,59,4184.627119,workloadb,acknowledged,mongodb,nearest,4,5000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloada_primary_20241106_194040.json,1538,650.195059,2,14,0.910273,2,14,0.910273,495,6393.440404,1005,197675,495,6393.440404,8,632.750000,,5052,632.750000,505,7217.988119,989,196951,505,7217.988119,workloada,journaled,mongodb,primary,8,3000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195358.json,1699,588.581519,2,12,0.706298,2,12,0.706298,509,1838.895874,627,18867,509,1838.895874,2,2097.500000,6.000000,4189,2097.500000,491,2321.156823,621,148787,491,2321.156823,workloada,journaled,mongodb,nearest,2,3000,0.300000,,
2_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_222705.json,1683,594.177065,2,14,0.831848,2,14,0.831848,958,2004.769311,556,159396,958,2004.769311,2,1300.000000,7.000000,2593,1300.000000,42,2048.047619,861,21417,42,2048.047619,workloadb,majority,mongodb,nearest,2,1000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195250.json,1638,610.500611,2,12,0.732601,2,12,0.732601,501,2166.930140,771,104052,501,2166.930140,2,1963.500000,5.000000,3922,1963.500000,499,1795.314629,785,13241,499,1795.314629,workloada,journaled,mongodb,nearest,2,1000,0.100000,,
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221255.json,1778,562.429696,2,11,0.618673,2,11,0.618673,945,4466.686772,514,424055,945,4466.686772,4,625.750000,1.000000,2496,625.750000,55,3227.563636,974,13945,55,3227.563636,workloadb,majority,mongodb,primary,4,10000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201406.json,1589,629.326621,2,10,0.629327,2,10,0.629327,506,1545.994071,563,16741,506,1545.994071,2,1153.000000,6.000000,2300,1153.000000,494,1908.348178,595,96634,494,1908.348178,workloada,majority,mongodb,secondary,2,3000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192240.json,1539,649.772580,2,13,0.844704,2,13,0.844704,477,1653.054507,529,80657,479,1648.352818,2,1528.500000,6.000000,3051,1528.500000,520,1592.884615,504,78061,521,1592.984645,workloada,acknowledged,mongodb,nearest,2,1000,0.300000,,
8_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223614.json,1731,577.700751,2,29,1.675332,2,29,1.675332,948,6461.742616,935,153201,948,6461.742616,8,786.125000,,6280,786.125000,52,8007.711538,1475,90376,52,8007.711538,workloadb,majority,mongodb,nearest,8,5000,0.500000,,
